"cons","edo","NOM_ENT","mun","NOM_MUN","grupo","NOMBRE_GRUPO","monto_venta","animales_venta"
"0491","30","Veracruz de Ignacio de la Llave","124","Papantla","3","cerdos",0,0
"0491","30","Veracruz de Ignacio de la Llave","124","Papantla","4","aves",0,0
"0491","30","Veracruz de Ignacio de la Llave","124","Papantla","5","cyb",0,0
"0492","30","Veracruz de Ignacio de la Llave","124","Papantla","1","reses",0,0
"0492","30","Veracruz de Ignacio de la Llave","124","Papantla","2","equinos",0,0
"0492","30","Veracruz de Ignacio de la Llave","124","Papantla","3","cerdos",0,0
"0492","30","Veracruz de Ignacio de la Llave","124","Papantla","4","aves",0,0
"0492","30","Veracruz de Ignacio de la Llave","124","Papantla","5","cyb",0,0
"0493","30","Veracruz de Ignacio de la Llave","124","Papantla","1","reses",0,0
"0493","30","Veracruz de Ignacio de la Llave","124","Papantla","2","equinos",0,0
"0493","30","Veracruz de Ignacio de la Llave","124","Papantla","3","cerdos",0,0
"0493","30","Veracruz de Ignacio de la Llave","124","Papantla","4","aves",0,0
"0493","30","Veracruz de Ignacio de la Llave","124","Papantla","5","cyb",0,0
"0494","30","Veracruz de Ignacio de la Llave","124","Papantla","1","reses",0,0
"0494","30","Veracruz de Ignacio de la Llave","124","Papantla","2","equinos",0,0
"0494","30","Veracruz de Ignacio de la Llave","124","Papantla","3","cerdos",0,0
"0494","30","Veracruz de Ignacio de la Llave","124","Papantla","4","aves",0,0
"0494","30","Veracruz de Ignacio de la Llave","124","Papantla","5","cyb",0,0
"0495","30","Veracruz de Ignacio de la Llave","124","Papantla","1","reses",0,0
"0495","30","Veracruz de Ignacio de la Llave","124","Papantla","2","equinos",0,0
"0495","30","Veracruz de Ignacio de la Llave","124","Papantla","3","cerdos",0,0
"0495","30","Veracruz de Ignacio de la Llave","124","Papantla","4","aves",960,8
"0495","30","Veracruz de Ignacio de la Llave","124","Papantla","5","cyb",0,0
"0496","30","Veracruz de Ignacio de la Llave","124","Papantla","1","reses",0,0
"0496","30","Veracruz de Ignacio de la Llave","124","Papantla","2","equinos",0,0
"0496","30","Veracruz de Ignacio de la Llave","124","Papantla","3","cerdos",0,0
"0496","30","Veracruz de Ignacio de la Llave","124","Papantla","4","aves",0,0
"0496","30","Veracruz de Ignacio de la Llave","124","Papantla","5","cyb",0,0
"0497","30","Veracruz de Ignacio de la Llave","124","Papantla","1","reses",0,0
"0497","30","Veracruz de Ignacio de la Llave","124","Papantla","2","equinos",0,0
"0497","30","Veracruz de Ignacio de la Llave","124","Papantla","3","cerdos",0,0
"0497","30","Veracruz de Ignacio de la Llave","124","Papantla","4","aves",0,0
"0497","30","Veracruz de Ignacio de la Llave","124","Papantla","5","cyb",0,0
"0498","30","Veracruz de Ignacio de la Llave","124","Papantla","1","reses",0,0
"0498","30","Veracruz de Ignacio de la Llave","124","Papantla","2","equinos",0,0
"0498","30","Veracruz de Ignacio de la Llave","124","Papantla","3","cerdos",0,0
"0498","30","Veracruz de Ignacio de la Llave","124","Papantla","4","aves",0,0
"0498","30","Veracruz de Ignacio de la Llave","124","Papantla","5","cyb",0,0
"0499","30","Veracruz de Ignacio de la Llave","124","Papantla","1","reses",0,0
"0499","30","Veracruz de Ignacio de la Llave","124","Papantla","2","equinos",0,0
"0499","30","Veracruz de Ignacio de la Llave","124","Papantla","3","cerdos",0,0
"0499","30","Veracruz de Ignacio de la Llave","124","Papantla","4","aves",0,0
"0499","30","Veracruz de Ignacio de la Llave","124","Papantla","5","cyb",0,0
"0500","30","Veracruz de Ignacio de la Llave","124","Papantla","1","reses",0,0
"0500","30","Veracruz de Ignacio de la Llave","124","Papantla","2","equinos",0,0
"0500","30","Veracruz de Ignacio de la Llave","124","Papantla","3","cerdos",0,0
"0500","30","Veracruz de Ignacio de la Llave","124","Papantla","4","aves",0,0
"0500","30","Veracruz de Ignacio de la Llave","124","Papantla","5","cyb",0,0
"0501","30","Veracruz de Ignacio de la Llave","124","Papantla","1","reses",0,0
"0501","30","Veracruz de Ignacio de la Llave","124","Papantla","2","equinos",0,0
"0501","30","Veracruz de Ignacio de la Llave","124","Papantla","3","cerdos",0,0
"0501","30","Veracruz de Ignacio de la Llave","124","Papantla","4","aves",0,0
"0501","30","Veracruz de Ignacio de la Llave","124","Papantla","5","cyb",0,0
"0502","30","Veracruz de Ignacio de la Llave","124","Papantla","1","reses",0,0
"0502","30","Veracruz de Ignacio de la Llave","124","Papantla","2","equinos",0,0
"0502","30","Veracruz de Ignacio de la Llave","124","Papantla","3","cerdos",0,0
"0502","30","Veracruz de Ignacio de la Llave","124","Papantla","4","aves",0,0
"0502","30","Veracruz de Ignacio de la Llave","124","Papantla","5","cyb",0,0
"0503","30","Veracruz de Ignacio de la Llave","124","Papantla","1","reses",0,0
"0503","30","Veracruz de Ignacio de la Llave","124","Papantla","2","equinos",0,0
"0503","30","Veracruz de Ignacio de la Llave","124","Papantla","3","cerdos",0,0
"0503","30","Veracruz de Ignacio de la Llave","124","Papantla","4","aves",0,0
"0503","30","Veracruz de Ignacio de la Llave","124","Papantla","5","cyb",0,0
"0504","30","Veracruz de Ignacio de la Llave","124","Papantla","1","reses",0,0
"0504","30","Veracruz de Ignacio de la Llave","124","Papantla","2","equinos",0,0
"0504","30","Veracruz de Ignacio de la Llave","124","Papantla","3","cerdos",0,0
"0504","30","Veracruz de Ignacio de la Llave","124","Papantla","4","aves",0,0
"0504","30","Veracruz de Ignacio de la Llave","124","Papantla","5","cyb",0,0
"0505","30","Veracruz de Ignacio de la Llave","124","Papantla","1","reses",0,0
"0505","30","Veracruz de Ignacio de la Llave","124","Papantla","2","equinos",0,0
"0505","30","Veracruz de Ignacio de la Llave","124","Papantla","3","cerdos",0,0
"0505","30","Veracruz de Ignacio de la Llave","124","Papantla","4","aves",0,0
"0505","30","Veracruz de Ignacio de la Llave","124","Papantla","5","cyb",0,0
"0506","30","Veracruz de Ignacio de la Llave","124","Papantla","1","reses",0,0
"0506","30","Veracruz de Ignacio de la Llave","124","Papantla","2","equinos",0,0
"0506","30","Veracruz de Ignacio de la Llave","124","Papantla","3","cerdos",0,0
"0506","30","Veracruz de Ignacio de la Llave","124","Papantla","4","aves",0,0
"0506","30","Veracruz de Ignacio de la Llave","124","Papantla","5","cyb",0,0
"0507","30","Veracruz de Ignacio de la Llave","124","Papantla","1","reses",0,0
"0507","30","Veracruz de Ignacio de la Llave","124","Papantla","2","equinos",0,0
"0507","30","Veracruz de Ignacio de la Llave","124","Papantla","3","cerdos",0,0
"0507","30","Veracruz de Ignacio de la Llave","124","Papantla","4","aves",0,0
"0507","30","Veracruz de Ignacio de la Llave","124","Papantla","5","cyb",0,0
"0508","30","Veracruz de Ignacio de la Llave","124","Papantla","1","reses",0,0
"0508","30","Veracruz de Ignacio de la Llave","124","Papantla","2","equinos",0,0
"0508","30","Veracruz de Ignacio de la Llave","124","Papantla","3","cerdos",0,0
"0508","30","Veracruz de Ignacio de la Llave","124","Papantla","4","aves",0,0
"0508","30","Veracruz de Ignacio de la Llave","124","Papantla","5","cyb",0,0
"0509","30","Veracruz de Ignacio de la Llave","124","Papantla","1","reses",0,0
"0509","30","Veracruz de Ignacio de la Llave","124","Papantla","2","equinos",0,0
"0509","30","Veracruz de Ignacio de la Llave","124","Papantla","3","cerdos",0,0
"0509","30","Veracruz de Ignacio de la Llave","124","Papantla","4","aves",0,0
"0509","30","Veracruz de Ignacio de la Llave","124","Papantla","5","cyb",0,0
"0510","30","Veracruz de Ignacio de la Llave","124","Papantla","1","reses",0,0
"0510","30","Veracruz de Ignacio de la Llave","124","Papantla","2","equinos",0,0
"0510","30","Veracruz de Ignacio de la Llave","124","Papantla","3","cerdos",0,0
"0510","30","Veracruz de Ignacio de la Llave","124","Papantla","4","aves",0,0
"0510","30","Veracruz de Ignacio de la Llave","124","Papantla","5","cyb",0,0
"0511","30","Veracruz de Ignacio de la Llave","124","Papantla","1","reses",0,0
"0511","30","Veracruz de Ignacio de la Llave","124","Papantla","2","equinos",0,0
"0511","30","Veracruz de Ignacio de la Llave","124","Papantla","3","cerdos",0,0
"0511","30","Veracruz de Ignacio de la Llave","124","Papantla","4","aves",300,5
"0511","30","Veracruz de Ignacio de la Llave","124","Papantla","5","cyb",0,0
"0512","30","Veracruz de Ignacio de la Llave","124","Papantla","1","reses",0,0
"0512","30","Veracruz de Ignacio de la Llave","124","Papantla","2","equinos",0,0
"0512","30","Veracruz de Ignacio de la Llave","124","Papantla","3","cerdos",0,0
"0512","30","Veracruz de Ignacio de la Llave","124","Papantla","4","aves",0,0
"0512","30","Veracruz de Ignacio de la Llave","124","Papantla","5","cyb",0,0
"0513","30","Veracruz de Ignacio de la Llave","124","Papantla","1","reses",0,0
"0513","30","Veracruz de Ignacio de la Llave","124","Papantla","2","equinos",0,0
"0513","30","Veracruz de Ignacio de la Llave","124","Papantla","3","cerdos",0,0
"0513","30","Veracruz de Ignacio de la Llave","124","Papantla","4","aves",0,0
"0513","30","Veracruz de Ignacio de la Llave","124","Papantla","5","cyb",0,0
"0514","30","Veracruz de Ignacio de la Llave","124","Papantla","1","reses",0,0
"0514","30","Veracruz de Ignacio de la Llave","124","Papantla","2","equinos",0,0
"0514","30","Veracruz de Ignacio de la Llave","124","Papantla","3","cerdos",0,0
"0514","30","Veracruz de Ignacio de la Llave","124","Papantla","4","aves",0,0
"0514","30","Veracruz de Ignacio de la Llave","124","Papantla","5","cyb",0,0
"0515","30","Veracruz de Ignacio de la Llave","124","Papantla","1","reses",0,0
"0515","30","Veracruz de Ignacio de la Llave","124","Papantla","2","equinos",0,0
"0515","30","Veracruz de Ignacio de la Llave","124","Papantla","3","cerdos",0,0
"0515","30","Veracruz de Ignacio de la Llave","124","Papantla","4","aves",0,0
"0515","30","Veracruz de Ignacio de la Llave","124","Papantla","5","cyb",0,0
"0516","30","Veracruz de Ignacio de la Llave","124","Papantla","1","reses",0,0
"0516","30","Veracruz de Ignacio de la Llave","124","Papantla","2","equinos",0,0
"0516","30","Veracruz de Ignacio de la Llave","124","Papantla","3","cerdos",0,0
"0516","30","Veracruz de Ignacio de la Llave","124","Papantla","4","aves",0,0
"0516","30","Veracruz de Ignacio de la Llave","124","Papantla","5","cyb",0,0
"0517","30","Veracruz de Ignacio de la Llave","124","Papantla","1","reses",0,0
"0517","30","Veracruz de Ignacio de la Llave","124","Papantla","2","equinos",0,0
"0517","30","Veracruz de Ignacio de la Llave","124","Papantla","3","cerdos",0,0
"0517","30","Veracruz de Ignacio de la Llave","124","Papantla","4","aves",0,0
"0517","30","Veracruz de Ignacio de la Llave","124","Papantla","5","cyb",0,0
"0518","30","Veracruz de Ignacio de la Llave","124","Papantla","1","reses",0,0
"0518","30","Veracruz de Ignacio de la Llave","124","Papantla","2","equinos",0,0
"0518","30","Veracruz de Ignacio de la Llave","124","Papantla","3","cerdos",0,0
"0518","30","Veracruz de Ignacio de la Llave","124","Papantla","4","aves",0,0
"0518","30","Veracruz de Ignacio de la Llave","124","Papantla","5","cyb",0,0
"0519","30","Veracruz de Ignacio de la Llave","124","Papantla","1","reses",0,0
"0519","30","Veracruz de Ignacio de la Llave","124","Papantla","2","equinos",0,0
"0519","30","Veracruz de Ignacio de la Llave","124","Papantla","3","cerdos",0,0
"0519","30","Veracruz de Ignacio de la Llave","124","Papantla","4","aves",0,0
"0519","30","Veracruz de Ignacio de la Llave","124","Papantla","5","cyb",0,0
"0520","30","Veracruz de Ignacio de la Llave","124","Papantla","1","reses",0,0
"0520","30","Veracruz de Ignacio de la Llave","124","Papantla","2","equinos",0,0
"0520","30","Veracruz de Ignacio de la Llave","124","Papantla","3","cerdos",0,0
"0520","30","Veracruz de Ignacio de la Llave","124","Papantla","4","aves",0,0
"0520","30","Veracruz de Ignacio de la Llave","124","Papantla","5","cyb",0,0
"0521","12","Guerrero","001","Acapulco de Juárez","1","reses",0,0
"0521","12","Guerrero","001","Acapulco de Juárez","2","equinos",0,0
"0521","12","Guerrero","001","Acapulco de Juárez","3","cerdos",0,0
"0521","12","Guerrero","001","Acapulco de Juárez","4","aves",0,0
"0521","12","Guerrero","001","Acapulco de Juárez","5","cyb",1200,2
"0522","12","Guerrero","001","Acapulco de Juárez","1","reses",0,0
"0522","12","Guerrero","001","Acapulco de Juárez","2","equinos",0,0
"0522","12","Guerrero","001","Acapulco de Juárez","3","cerdos",0,0
"0522","12","Guerrero","001","Acapulco de Juárez","4","aves",0,0
"0522","12","Guerrero","001","Acapulco de Juárez","5","cyb",0,0
"0523","12","Guerrero","001","Acapulco de Juárez","1","reses",0,0
"0523","12","Guerrero","001","Acapulco de Juárez","2","equinos",6600,3
"0523","12","Guerrero","001","Acapulco de Juárez","3","cerdos",4800,8
"0523","12","Guerrero","001","Acapulco de Juárez","4","aves",1200,12
"0523","12","Guerrero","001","Acapulco de Juárez","5","cyb",800,1
"0524","12","Guerrero","001","Acapulco de Juárez","1","reses",0,0
"0524","12","Guerrero","001","Acapulco de Juárez","2","equinos",0,0
"0524","12","Guerrero","001","Acapulco de Juárez","3","cerdos",0,0
"0524","12","Guerrero","001","Acapulco de Juárez","4","aves",0,0
"0524","12","Guerrero","001","Acapulco de Juárez","5","cyb",0,0
"0525","12","Guerrero","001","Acapulco de Juárez","1","reses",0,0
"0525","12","Guerrero","001","Acapulco de Juárez","2","equinos",0,0
"0525","12","Guerrero","001","Acapulco de Juárez","3","cerdos",0,0
"0525","12","Guerrero","001","Acapulco de Juárez","4","aves",0,0
"0525","12","Guerrero","001","Acapulco de Juárez","5","cyb",0,0
"0526","12","Guerrero","001","Acapulco de Juárez","1","reses",0,0
"0526","12","Guerrero","001","Acapulco de Juárez","2","equinos",0,0
"0526","12","Guerrero","001","Acapulco de Juárez","3","cerdos",0,0
"0526","12","Guerrero","001","Acapulco de Juárez","4","aves",0,0
"0526","12","Guerrero","001","Acapulco de Juárez","5","cyb",0,0
"0527","12","Guerrero","001","Acapulco de Juárez","1","reses",0,0
"0527","12","Guerrero","001","Acapulco de Juárez","2","equinos",0,0
"0527","12","Guerrero","001","Acapulco de Juárez","3","cerdos",0,0
"0527","12","Guerrero","001","Acapulco de Juárez","4","aves",0,0
"0527","12","Guerrero","001","Acapulco de Juárez","5","cyb",0,0
"0528","12","Guerrero","001","Acapulco de Juárez","1","reses",0,0
"0528","12","Guerrero","001","Acapulco de Juárez","2","equinos",0,0
"0528","12","Guerrero","001","Acapulco de Juárez","3","cerdos",0,0
"0528","12","Guerrero","001","Acapulco de Juárez","4","aves",0,0
"0528","12","Guerrero","001","Acapulco de Juárez","5","cyb",0,0
"0529","12","Guerrero","001","Acapulco de Juárez","1","reses",0,0
"0529","12","Guerrero","001","Acapulco de Juárez","2","equinos",0,0
"0529","12","Guerrero","001","Acapulco de Juárez","3","cerdos",0,0
"0529","12","Guerrero","001","Acapulco de Juárez","4","aves",0,0
"0529","12","Guerrero","001","Acapulco de Juárez","5","cyb",0,0
"0530","12","Guerrero","001","Acapulco de Juárez","1","reses",0,0
"0530","12","Guerrero","001","Acapulco de Juárez","2","equinos",0,0
"0530","12","Guerrero","001","Acapulco de Juárez","3","cerdos",0,0
"0530","12","Guerrero","001","Acapulco de Juárez","4","aves",0,0
"0530","12","Guerrero","001","Acapulco de Juárez","5","cyb",0,0
"0531","12","Guerrero","001","Acapulco de Juárez","1","reses",0,0
"0531","12","Guerrero","001","Acapulco de Juárez","2","equinos",0,0
"0531","12","Guerrero","001","Acapulco de Juárez","3","cerdos",0,0
"0531","12","Guerrero","001","Acapulco de Juárez","4","aves",0,0
"0531","12","Guerrero","001","Acapulco de Juárez","5","cyb",0,0
"0532","12","Guerrero","001","Acapulco de Juárez","1","reses",0,0
"0532","12","Guerrero","001","Acapulco de Juárez","2","equinos",0,0
"0532","12","Guerrero","001","Acapulco de Juárez","3","cerdos",0,0
"0532","12","Guerrero","001","Acapulco de Juárez","4","aves",0,0
"0532","12","Guerrero","001","Acapulco de Juárez","5","cyb",0,0
"0533","12","Guerrero","001","Acapulco de Juárez","1","reses",0,0
"0533","12","Guerrero","001","Acapulco de Juárez","2","equinos",0,0
"0533","12","Guerrero","001","Acapulco de Juárez","3","cerdos",0,0
"0533","12","Guerrero","001","Acapulco de Juárez","4","aves",0,0
"0533","12","Guerrero","001","Acapulco de Juárez","5","cyb",0,0
"0534","12","Guerrero","001","Acapulco de Juárez","1","reses",0,0
"0534","12","Guerrero","001","Acapulco de Juárez","2","equinos",0,0
"0534","12","Guerrero","001","Acapulco de Juárez","3","cerdos",0,0
"0534","12","Guerrero","001","Acapulco de Juárez","4","aves",0,0
"0534","12","Guerrero","001","Acapulco de Juárez","5","cyb",0,0
"0535","12","Guerrero","001","Acapulco de Juárez","1","reses",0,0
"0535","12","Guerrero","001","Acapulco de Juárez","2","equinos",0,0
"0535","12","Guerrero","001","Acapulco de Juárez","3","cerdos",0,0
"0535","12","Guerrero","001","Acapulco de Juárez","4","aves",0,0
"0535","12","Guerrero","001","Acapulco de Juárez","5","cyb",0,0
"0536","12","Guerrero","001","Acapulco de Juárez","1","reses",0,0
"0536","12","Guerrero","001","Acapulco de Juárez","2","equinos",0,0
"0536","12","Guerrero","001","Acapulco de Juárez","3","cerdos",0,0
"0536","12","Guerrero","001","Acapulco de Juárez","4","aves",0,0
"0536","12","Guerrero","001","Acapulco de Juárez","5","cyb",0,0
"0537","12","Guerrero","001","Acapulco de Juárez","1","reses",0,0
"0537","12","Guerrero","001","Acapulco de Juárez","2","equinos",0,0
"0537","12","Guerrero","001","Acapulco de Juárez","3","cerdos",0,0
"0537","12","Guerrero","001","Acapulco de Juárez","4","aves",0,0
"0537","12","Guerrero","001","Acapulco de Juárez","5","cyb",0,0
"0538","12","Guerrero","001","Acapulco de Juárez","1","reses",0,0
"0538","12","Guerrero","001","Acapulco de Juárez","2","equinos",0,0
"0538","12","Guerrero","001","Acapulco de Juárez","3","cerdos",0,0
"0538","12","Guerrero","001","Acapulco de Juárez","4","aves",0,0
"0538","12","Guerrero","001","Acapulco de Juárez","5","cyb",0,0
"0539","12","Guerrero","001","Acapulco de Juárez","1","reses",0,0
"0539","12","Guerrero","001","Acapulco de Juárez","2","equinos",0,0
"0539","12","Guerrero","001","Acapulco de Juárez","3","cerdos",0,0
"0539","12","Guerrero","001","Acapulco de Juárez","4","aves",0,0
"0539","12","Guerrero","001","Acapulco de Juárez","5","cyb",0,0
"0540","12","Guerrero","001","Acapulco de Juárez","1","reses",0,0
"0540","12","Guerrero","001","Acapulco de Juárez","2","equinos",0,0
"0540","12","Guerrero","001","Acapulco de Juárez","3","cerdos",0,0
"0540","12","Guerrero","001","Acapulco de Juárez","4","aves",0,0
"0540","12","Guerrero","001","Acapulco de Juárez","5","cyb",0,0
"0541","12","Guerrero","001","Acapulco de Juárez","1","reses",0,0
"0541","12","Guerrero","001","Acapulco de Juárez","2","equinos",0,0
"0541","12","Guerrero","001","Acapulco de Juárez","3","cerdos",0,0
"0541","12","Guerrero","001","Acapulco de Juárez","4","aves",0,0
"0541","12","Guerrero","001","Acapulco de Juárez","5","cyb",0,0
"0542","12","Guerrero","001","Acapulco de Juárez","1","reses",0,0
"0542","12","Guerrero","001","Acapulco de Juárez","2","equinos",0,0
"0542","12","Guerrero","001","Acapulco de Juárez","3","cerdos",0,0
"0542","12","Guerrero","001","Acapulco de Juárez","4","aves",0,0
"0542","12","Guerrero","001","Acapulco de Juárez","5","cyb",0,0
"0543","12","Guerrero","001","Acapulco de Juárez","1","reses",0,0
"0543","12","Guerrero","001","Acapulco de Juárez","2","equinos",0,0
"0543","12","Guerrero","001","Acapulco de Juárez","3","cerdos",3000,3
"0543","12","Guerrero","001","Acapulco de Juárez","4","aves",0,0
"0543","12","Guerrero","001","Acapulco de Juárez","5","cyb",0,0
"0544","12","Guerrero","001","Acapulco de Juárez","1","reses",0,0
"0544","12","Guerrero","001","Acapulco de Juárez","2","equinos",0,0
"0544","12","Guerrero","001","Acapulco de Juárez","3","cerdos",0,0
"0544","12","Guerrero","001","Acapulco de Juárez","4","aves",0,0
"0544","12","Guerrero","001","Acapulco de Juárez","5","cyb",0,0
"0544","12","Guerrero","001","Acapulco de Juárez","6","otro",0,0
"0545","12","Guerrero","001","Acapulco de Juárez","1","reses",0,0
"0545","12","Guerrero","001","Acapulco de Juárez","2","equinos",0,0
"0545","12","Guerrero","001","Acapulco de Juárez","3","cerdos",0,0
"0545","12","Guerrero","001","Acapulco de Juárez","4","aves",0,0
"0545","12","Guerrero","001","Acapulco de Juárez","5","cyb",0,0
"0546","12","Guerrero","001","Acapulco de Juárez","1","reses",0,0
"0546","12","Guerrero","001","Acapulco de Juárez","2","equinos",0,0
"0546","12","Guerrero","001","Acapulco de Juárez","3","cerdos",0,0
"0546","12","Guerrero","001","Acapulco de Juárez","4","aves",0,0
"0546","12","Guerrero","001","Acapulco de Juárez","5","cyb",0,0
"0547","12","Guerrero","001","Acapulco de Juárez","1","reses",0,0
"0547","12","Guerrero","001","Acapulco de Juárez","2","equinos",0,0
"0547","12","Guerrero","001","Acapulco de Juárez","3","cerdos",0,0
"0547","12","Guerrero","001","Acapulco de Juárez","4","aves",0,0
"0547","12","Guerrero","001","Acapulco de Juárez","5","cyb",0,0
"0548","12","Guerrero","001","Acapulco de Juárez","1","reses",0,0
"0548","12","Guerrero","001","Acapulco de Juárez","2","equinos",0,0
"0548","12","Guerrero","001","Acapulco de Juárez","3","cerdos",0,0
"0548","12","Guerrero","001","Acapulco de Juárez","4","aves",0,0
"0548","12","Guerrero","001","Acapulco de Juárez","5","cyb",0,0
"0549","12","Guerrero","001","Acapulco de Juárez","1","reses",0,0
"0549","12","Guerrero","001","Acapulco de Juárez","2","equinos",0,0
"0549","12","Guerrero","001","Acapulco de Juárez","3","cerdos",0,0
"0549","12","Guerrero","001","Acapulco de Juárez","4","aves",0,0
"0549","12","Guerrero","001","Acapulco de Juárez","5","cyb",0,0
"0550","12","Guerrero","001","Acapulco de Juárez","1","reses",0,0
"0550","12","Guerrero","001","Acapulco de Juárez","2","equinos",0,0
"0550","12","Guerrero","001","Acapulco de Juárez","3","cerdos",0,0
"0550","12","Guerrero","001","Acapulco de Juárez","4","aves",0,0
"0550","12","Guerrero","001","Acapulco de Juárez","5","cyb",0,0
"0551","12","Guerrero","001","Acapulco de Juárez","1","reses",0,0
"0551","12","Guerrero","001","Acapulco de Juárez","2","equinos",0,0
"0551","12","Guerrero","001","Acapulco de Juárez","3","cerdos",0,0
"0551","12","Guerrero","001","Acapulco de Juárez","4","aves",0,0
"0551","12","Guerrero","001","Acapulco de Juárez","5","cyb",0,0
"0552","12","Guerrero","001","Acapulco de Juárez","1","reses",0,0
"0552","12","Guerrero","001","Acapulco de Juárez","2","equinos",0,0
"0552","12","Guerrero","001","Acapulco de Juárez","3","cerdos",0,0
"0552","12","Guerrero","001","Acapulco de Juárez","4","aves",0,0
"0552","12","Guerrero","001","Acapulco de Juárez","5","cyb",0,0
"0553","12","Guerrero","001","Acapulco de Juárez","1","reses",0,0
"0553","12","Guerrero","001","Acapulco de Juárez","2","equinos",0,0
"0553","12","Guerrero","001","Acapulco de Juárez","3","cerdos",0,0
"0553","12","Guerrero","001","Acapulco de Juárez","4","aves",0,0
"0553","12","Guerrero","001","Acapulco de Juárez","5","cyb",0,0
"0554","12","Guerrero","001","Acapulco de Juárez","1","reses",0,0
"0554","12","Guerrero","001","Acapulco de Juárez","2","equinos",0,0
"0554","12","Guerrero","001","Acapulco de Juárez","3","cerdos",0,0
"0554","12","Guerrero","001","Acapulco de Juárez","4","aves",0,0
"0554","12","Guerrero","001","Acapulco de Juárez","5","cyb",0,0
"0555","12","Guerrero","001","Acapulco de Juárez","1","reses",0,0
"0555","12","Guerrero","001","Acapulco de Juárez","2","equinos",0,0
"0555","12","Guerrero","001","Acapulco de Juárez","3","cerdos",0,0
"0555","12","Guerrero","001","Acapulco de Juárez","4","aves",0,0
"0555","12","Guerrero","001","Acapulco de Juárez","5","cyb",0,0
"0556","12","Guerrero","001","Acapulco de Juárez","1","reses",0,0
"0556","12","Guerrero","001","Acapulco de Juárez","2","equinos",0,0
"0556","12","Guerrero","001","Acapulco de Juárez","3","cerdos",0,0
"0556","12","Guerrero","001","Acapulco de Juárez","4","aves",0,0
"0556","12","Guerrero","001","Acapulco de Juárez","5","cyb",0,0
"0557","12","Guerrero","001","Acapulco de Juárez","1","reses",0,0
"0557","12","Guerrero","001","Acapulco de Juárez","2","equinos",0,0
"0557","12","Guerrero","001","Acapulco de Juárez","3","cerdos",0,0
"0557","12","Guerrero","001","Acapulco de Juárez","4","aves",0,0
"0557","12","Guerrero","001","Acapulco de Juárez","5","cyb",0,0
"0558","12","Guerrero","001","Acapulco de Juárez","1","reses",0,0
"0558","12","Guerrero","001","Acapulco de Juárez","2","equinos",0,0
"0558","12","Guerrero","001","Acapulco de Juárez","3","cerdos",0,0
"0558","12","Guerrero","001","Acapulco de Juárez","4","aves",0,0
"0558","12","Guerrero","001","Acapulco de Juárez","5","cyb",0,0
"0559","12","Guerrero","001","Acapulco de Juárez","1","reses",0,0
"0559","12","Guerrero","001","Acapulco de Juárez","2","equinos",0,0
"0559","12","Guerrero","001","Acapulco de Juárez","3","cerdos",0,0
"0559","12","Guerrero","001","Acapulco de Juárez","4","aves",0,0
"0559","12","Guerrero","001","Acapulco de Juárez","5","cyb",0,0
"0560","12","Guerrero","001","Acapulco de Juárez","1","reses",0,0
"0560","12","Guerrero","001","Acapulco de Juárez","2","equinos",0,0
"0560","12","Guerrero","001","Acapulco de Juárez","3","cerdos",0,0
"0560","12","Guerrero","001","Acapulco de Juárez","4","aves",0,0
"0560","12","Guerrero","001","Acapulco de Juárez","5","cyb",0,0
"0561","12","Guerrero","001","Acapulco de Juárez","1","reses",0,0
"0561","12","Guerrero","001","Acapulco de Juárez","2","equinos",0,0
"0561","12","Guerrero","001","Acapulco de Juárez","3","cerdos",0,0
"0561","12","Guerrero","001","Acapulco de Juárez","4","aves",0,0
"0561","12","Guerrero","001","Acapulco de Juárez","5","cyb",0,0
"0562","12","Guerrero","001","Acapulco de Juárez","1","reses",3000,1
"0562","12","Guerrero","001","Acapulco de Juárez","2","equinos",0,0
"0562","12","Guerrero","001","Acapulco de Juárez","3","cerdos",2500,1
"0562","12","Guerrero","001","Acapulco de Juárez","4","aves",0,0
"0562","12","Guerrero","001","Acapulco de Juárez","5","cyb",0,0
"0563","12","Guerrero","001","Acapulco de Juárez","1","reses",0,0
"0563","12","Guerrero","001","Acapulco de Juárez","2","equinos",0,0
"0563","12","Guerrero","001","Acapulco de Juárez","3","cerdos",0,0
"0563","12","Guerrero","001","Acapulco de Juárez","4","aves",0,0
"0563","12","Guerrero","001","Acapulco de Juárez","5","cyb",0,0
"0564","12","Guerrero","001","Acapulco de Juárez","1","reses",0,0
"0564","12","Guerrero","001","Acapulco de Juárez","2","equinos",0,0
"0564","12","Guerrero","001","Acapulco de Juárez","3","cerdos",0,0
"0564","12","Guerrero","001","Acapulco de Juárez","4","aves",0,0
"0564","12","Guerrero","001","Acapulco de Juárez","5","cyb",0,0
"0565","12","Guerrero","001","Acapulco de Juárez","1","reses",0,0
"0565","12","Guerrero","001","Acapulco de Juárez","2","equinos",0,0
"0565","12","Guerrero","001","Acapulco de Juárez","3","cerdos",0,0
"0565","12","Guerrero","001","Acapulco de Juárez","4","aves",0,0
"0565","12","Guerrero","001","Acapulco de Juárez","5","cyb",0,0
"0566","12","Guerrero","001","Acapulco de Juárez","1","reses",0,0
"0566","12","Guerrero","001","Acapulco de Juárez","2","equinos",0,0
"0566","12","Guerrero","001","Acapulco de Juárez","3","cerdos",0,0
"0566","12","Guerrero","001","Acapulco de Juárez","4","aves",0,0
"0566","12","Guerrero","001","Acapulco de Juárez","5","cyb",0,0
