"cons","cve_edo","NOM_ENT","cve_mun","NOM_MUN","cve_loc","grupo_animal","horas_anuales"
"2184","20","Oaxaca","260","San Miguel Aloápam","0002","cerdos",1008
"2199","20","Oaxaca","260","San Miguel Aloápam","0002","cerdos",280
"2212","20","Oaxaca","453","Santiago Astata","0001","cerdos",336
"2214","20","Oaxaca","453","Santiago Astata","0001","cerdos",504
"2217","20","Oaxaca","453","Santiago Astata","0001","cerdos",336
"2218","20","Oaxaca","453","Santiago Astata","0001","cerdos",1008
"2219","20","Oaxaca","453","Santiago Astata","0001","cerdos",112
"2229","20","Oaxaca","453","Santiago Astata","0001","cerdos",1344
"2230","20","Oaxaca","453","Santiago Astata","0001","cerdos",336
"2244","20","Oaxaca","453","Santiago Astata","0001","cerdos",1344
"2246","20","Oaxaca","453","Santiago Astata","0001","cerdos",672
"2252","20","Oaxaca","453","Santiago Astata","0001","cerdos",84
"2253","20","Oaxaca","453","Santiago Astata","0001","cerdos",1680
"2254","20","Oaxaca","453","Santiago Astata","0001","cerdos",56
"2263","20","Oaxaca","453","Santiago Astata","0001","cerdos",280
"2264","20","Oaxaca","453","Santiago Astata","0001","cerdos",72
"2276","20","Oaxaca","453","Santiago Astata","0001","cerdos",168
"2278","20","Oaxaca","453","Santiago Astata","0001","cerdos",672
"2327","20","Oaxaca","397","Heroica Ciudad de Tlaxiaco","0032","cerdos",1344
"2344","20","Oaxaca","397","Heroica Ciudad de Tlaxiaco","0012","cerdos",336
"2370","20","Oaxaca","406","Santa María Chilchotla","0001","cerdos",112
"2384","20","Oaxaca","406","Santa María Chilchotla","0061","cerdos",224
"2399","20","Oaxaca","406","Santa María Chilchotla","0061","cerdos",23.3333333333333
"2401","20","Oaxaca","309","San Pedro Ixcatlán","0013","cerdos",252
"2406","20","Oaxaca","309","San Pedro Ixcatlán","0013","cerdos",4032
"2414","20","Oaxaca","309","San Pedro Ixcatlán","0013","cerdos",56
"2417","20","Oaxaca","309","San Pedro Ixcatlán","0013","cerdos",112
"2420","20","Oaxaca","309","San Pedro Ixcatlán","0013","cerdos",336
"2421","20","Oaxaca","309","San Pedro Ixcatlán","0013","cerdos",56
"2424","20","Oaxaca","309","San Pedro Ixcatlán","0013","cerdos",84
"2428","20","Oaxaca","309","San Pedro Ixcatlán","0013","cerdos",288
"2429","20","Oaxaca","309","San Pedro Ixcatlán","0013","cerdos",1344
"2434","20","Oaxaca","309","San Pedro Ixcatlán","0013","cerdos",672
"2449","20","Oaxaca","002","Acatlán de Pérez Figueroa","0008","cerdos",74.6666666666667
"2452","20","Oaxaca","002","Acatlán de Pérez Figueroa","0008","cerdos",168
"2453","20","Oaxaca","002","Acatlán de Pérez Figueroa","0008","cerdos",336
"2455","20","Oaxaca","002","Acatlán de Pérez Figueroa","0008","cerdos",224
"2476","20","Oaxaca","002","Acatlán de Pérez Figueroa","0032","cerdos",56
"2477","20","Oaxaca","002","Acatlán de Pérez Figueroa","0032","cerdos",112
"2488","28","Tamaulipas","017","Jaumave","0064","cerdos",11.2
"2925","21","Puebla","164","Tepeaca","0007","cerdos",410.666666666667
"3241","27","Tabasco","004","Centro","0161","cerdos",128
"0022","15","México","051","Lerma","0013","cyb",616
"0036","15","México","051","Lerma","0013","cyb",600
"0038","15","México","051","Lerma","0013","cyb",70
"0042","15","México","067","Otzolotepec","0018","cyb",140
"0044","15","México","067","Otzolotepec","0018","cyb",1344
"0056","15","México","067","Otzolotepec","0018","cyb",1344
"0057","15","México","067","Otzolotepec","0018","cyb",56
"0058","15","México","067","Otzolotepec","0018","cyb",672
"0060","15","México","067","Otzolotepec","0018","cyb",2016
"0064","15","México","067","Otzolotepec","0018","cyb",336
"0072","15","México","067","Otzolotepec","0018","cyb",864
"0082","15","México","124","San José del Rincón","0083","cyb",2016
"0083","15","México","124","San José del Rincón","0083","cyb",2016
"0087","15","México","124","San José del Rincón","0083","cyb",1008
"0088","15","México","124","San José del Rincón","0083","cyb",1008
"0089","15","México","124","San José del Rincón","0083","cyb",480
"0093","15","México","124","San José del Rincón","0083","cyb",4032
"0095","15","México","124","San José del Rincón","0083","cyb",1344
"0096","15","México","124","San José del Rincón","0083","cyb",18.6666666666667
"0097","15","México","124","San José del Rincón","0083","cyb",576
"0099","15","México","124","San José del Rincón","0083","cyb",840
"0100","15","México","124","San José del Rincón","0083","cyb",1344
"0102","15","México","124","San José del Rincón","0083","cyb",1008
"0103","15","México","124","San José del Rincón","0083","cyb",672
"0105","15","México","124","San José del Rincón","0083","cyb",241.333333333333
"0107","15","México","124","San José del Rincón","0083","cyb",672
"0117","15","México","124","San José del Rincón","0083","cyb",1344
"0122","15","México","124","San José del Rincón","0048","cyb",336
"0127","15","México","124","San José del Rincón","0048","cyb",56
"0142","15","México","124","San José del Rincón","0121","cyb",32
"0149","15","México","124","San José del Rincón","0121","cyb",98
"0152","15","México","124","San José del Rincón","0121","cyb",336
"0163","15","México","124","San José del Rincón","0038","cyb",312
"0167","15","México","124","San José del Rincón","0038","cyb",37.3333333333333
"0168","15","México","124","San José del Rincón","0038","cyb",168
"0169","15","México","124","San José del Rincón","0038","cyb",672
"0180","15","México","124","San José del Rincón","0038","cyb",84
"0184","15","México","124","San José del Rincón","0038","cyb",336
"0185","15","México","124","San José del Rincón","0038","cyb",112
"0188","15","México","124","San José del Rincón","0038","cyb",392
"0199","15","México","124","San José del Rincón","0038","cyb",504
"0202","15","México","124","San José del Rincón","0032","cyb",168
"0205","15","México","124","San José del Rincón","0032","cyb",672
"0207","15","México","124","San José del Rincón","0032","cyb",240
"0218","15","México","124","San José del Rincón","0032","cyb",336
"0221","15","México","124","San José del Rincón","0053","cyb",432
"0223","15","México","124","San José del Rincón","0053","cyb",336
"0227","15","México","124","San José del Rincón","0053","cyb",336
"0230","15","México","124","San José del Rincón","0053","cyb",1536
"0231","15","México","124","San José del Rincón","0053","cyb",336
"0232","15","México","124","San José del Rincón","0053","cyb",1008
"0233","15","México","124","San José del Rincón","0053","cyb",4.66666666666667
"0236","15","México","124","San José del Rincón","0053","cyb",672
"0242","15","México","074","San Felipe del Progreso","0066","cyb",1008
"0244","15","México","074","San Felipe del Progreso","0066","cyb",168
"0246","15","México","074","San Felipe del Progreso","0066","cyb",1008
"0250","15","México","074","San Felipe del Progreso","0066","cyb",140
"0260","15","México","074","San Felipe del Progreso","0066","cyb",672
"0261","15","México","074","San Felipe del Progreso","0107","cyb",320
"0268","15","México","074","San Felipe del Progreso","0107","cyb",576
"0271","15","México","074","San Felipe del Progreso","0107","cyb",336
"0272","15","México","074","San Felipe del Progreso","0107","cyb",1680
"0273","15","México","074","San Felipe del Progreso","0107","cyb",1728
"0275","15","México","074","San Felipe del Progreso","0107","cyb",336
"0277","15","México","074","San Felipe del Progreso","0107","cyb",672
"0279","15","México","074","San Felipe del Progreso","0107","cyb",560
"0295","15","México","113","Villa Guerrero","0035","cyb",1344
"0304","15","México","113","Villa Guerrero","0021","cyb",528
"0316","15","México","113","Villa Guerrero","0021","cyb",2016
"0326","21","Puebla","113","Piaxtla","0001","cyb",56
"0333","21","Puebla","113","Piaxtla","0001","cyb",1680
"0347","21","Puebla","113","Piaxtla","0006","cyb",1344
"0374","13","Hidalgo","059","Tecozautla","0033","cyb",672
"0375","13","Hidalgo","059","Tecozautla","0033","cyb",1120
"0382","13","Hidalgo","059","Tecozautla","0055","cyb",56
"0383","13","Hidalgo","059","Tecozautla","0055","cyb",1680
"0384","13","Hidalgo","059","Tecozautla","0055","cyb",336
"0385","13","Hidalgo","059","Tecozautla","0055","cyb",2688
"0388","13","Hidalgo","059","Tecozautla","0055","cyb",672
"0391","13","Hidalgo","059","Tecozautla","0055","cyb",3360
"0393","13","Hidalgo","059","Tecozautla","0055","cyb",864
"0394","13","Hidalgo","059","Tecozautla","0055","cyb",3360
"0395","13","Hidalgo","059","Tecozautla","0055","cyb",168
"0396","13","Hidalgo","059","Tecozautla","0055","cyb",112
"0398","13","Hidalgo","059","Tecozautla","0055","cyb",336
"0399","13","Hidalgo","059","Tecozautla","0055","cyb",640
"0456","30","Veracruz de Ignacio de la Llave","103","Mecatlán","0018","cyb",588
"0502","30","Veracruz de Ignacio de la Llave","124","Papantla","0042","cyb",336
"0515","30","Veracruz de Ignacio de la Llave","124","Papantla","0042","cyb",168
"0521","12","Guerrero","001","Acapulco de Juárez","0082","cyb",1680
"0523","12","Guerrero","001","Acapulco de Juárez","0082","cyb",1344
"0524","12","Guerrero","001","Acapulco de Juárez","0082","cyb",1680
"0533","12","Guerrero","001","Acapulco de Juárez","0082","cyb",336
"0535","12","Guerrero","001","Acapulco de Juárez","0082","cyb",336
"0644","29","Tlaxcala","006","Calpulalpan","0008","cyb",3024
"0675","29","Tlaxcala","006","Calpulalpan","0012","cyb",588
"0680","29","Tlaxcala","006","Calpulalpan","0012","cyb",5040
"0730","21","Puebla","164","Tepeaca","0007","cyb",672
"0737","21","Puebla","164","Tepeaca","0007","cyb",288
"0753","21","Puebla","164","Tepeaca","0021","cyb",2880
"0755","21","Puebla","164","Tepeaca","0021","cyb",1008
"0765","21","Puebla","016","Aquixtla","0003","cyb",336
"0768","21","Puebla","016","Aquixtla","0003","cyb",84
"0780","21","Puebla","016","Aquixtla","0003","cyb",48
"0781","21","Puebla","016","Aquixtla","0009","cyb",352
"0783","21","Puebla","016","Aquixtla","0009","cyb",28
"0785","21","Puebla","016","Aquixtla","0009","cyb",280
"0793","21","Puebla","016","Aquixtla","0009","cyb",1344
"0798","21","Puebla","016","Aquixtla","0009","cyb",840
"0829","21","Puebla","186","Tlatlauquitepec","0037","cyb",1008
"0842","21","Puebla","017","Atempan","0005","cyb",1344
"0850","21","Puebla","017","Atempan","0005","cyb",1008
"0852","21","Puebla","017","Atempan","0005","cyb",3024
"0930","30","Veracruz de Ignacio de la Llave","029","Calcahualco","0007","cyb",1680
"0949","30","Veracruz de Ignacio de la Llave","029","Calcahualco","0017","cyb",28
"0962","30","Veracruz de Ignacio de la Llave","159","Tehuipango","0026","cyb",56
"0968","30","Veracruz de Ignacio de la Llave","159","Tehuipango","0026","cyb",840
"0969","30","Veracruz de Ignacio de la Llave","159","Tehuipango","0026","cyb",1680
"0971","30","Veracruz de Ignacio de la Llave","159","Tehuipango","0026","cyb",336
"0975","30","Veracruz de Ignacio de la Llave","159","Tehuipango","0026","cyb",168
"0977","30","Veracruz de Ignacio de la Llave","159","Tehuipango","0026","cyb",336
"0978","30","Veracruz de Ignacio de la Llave","159","Tehuipango","0026","cyb",336
"0980","30","Veracruz de Ignacio de la Llave","159","Tehuipango","0026","cyb",336
"0982","30","Veracruz de Ignacio de la Llave","159","Tehuipango","0042","cyb",11.2
"0987","30","Veracruz de Ignacio de la Llave","159","Tehuipango","0042","cyb",672
"0990","30","Veracruz de Ignacio de la Llave","159","Tehuipango","0042","cyb",336
"0993","30","Veracruz de Ignacio de la Llave","159","Tehuipango","0042","cyb",672
"0996","30","Veracruz de Ignacio de la Llave","159","Tehuipango","0042","cyb",2352
"0998","30","Veracruz de Ignacio de la Llave","159","Tehuipango","0042","cyb",1344
"1000","30","Veracruz de Ignacio de la Llave","159","Tehuipango","0042","cyb",2016
"1064","08","Chihuahua","007","Balleza","0001","cyb",48
"1128","25","Sinaloa","011","Guasave","0816","cyb",1344
"1150","25","Sinaloa","011","Guasave","0759","cyb",672
"1203","04","Campeche","006","Hopelchén","0019","cyb",128
"1207","04","Campeche","006","Hopelchén","0019","cyb",56
"1208","04","Campeche","006","Hopelchén","0019","cyb",672
"1216","04","Campeche","006","Hopelchén","0019","cyb",252
"1217","04","Campeche","006","Hopelchén","0019","cyb",112
"1274","27","Tabasco","013","Nacajuca","0015","cyb",576
"1318","27","Tabasco","005","Comalcalco","0110","cyb",276
"1323","27","Tabasco","004","Centro","0101","cyb",672
"1343","27","Tabasco","004","Centro","0161","cyb",168
"1384","27","Tabasco","008","Huimanguillo","0191","cyb",261.333333333333
"1468","30","Veracruz de Ignacio de la Llave","108","Minatitlán","0112","cyb",840
"1486","19","Nuevo León","017","Galeana","0077","cyb",144
"1532","05","Coahuila de Zaragoza","030","Saltillo","0073","cyb",336
"1537","05","Coahuila de Zaragoza","030","Saltillo","0073","cyb",224
"1539","05","Coahuila de Zaragoza","030","Saltillo","0073","cyb",112
"1555","05","Coahuila de Zaragoza","030","Saltillo","0073","cyb",2016
"1567","10","Durango","004","Cuencamé","0054","cyb",168
"1621","22","Querétaro","014","Querétaro","0054","cyb",1680
"1642","22","Querétaro","018","Tolimán","0010","cyb",168
"1666","22","Querétaro","018","Tolimán","0043","cyb",336
"1753","11","Guanajuato","037","Silao de la Victoria","0003","cyb",672
"1766","11","Guanajuato","017","Irapuato","0102","cyb",5.6
"1790","11","Guanajuato","017","Irapuato","0079","cyb",672
"1802","11","Guanajuato","046","Yuriria","0049","cyb",8
"1809","11","Guanajuato","046","Yuriria","0049","cyb",2448
"1810","11","Guanajuato","046","Yuriria","0049","cyb",576
"1813","11","Guanajuato","046","Yuriria","0049","cyb",544
"1815","11","Guanajuato","046","Yuriria","0049","cyb",4032
"1821","11","Guanajuato","046","Yuriria","0009","cyb",3072
"1829","11","Guanajuato","046","Yuriria","0009","cyb",448
"1851","11","Guanajuato","030","San Felipe","0071","cyb",288
"1924","32","Zacatecas","038","Pinos","0062","cyb",1680
"1932","32","Zacatecas","038","Pinos","0062","cyb",1344
"1953","32","Zacatecas","038","Pinos","0113","cyb",480
"1983","32","Zacatecas","054","Villa Hidalgo","0013","cyb",2688
"1989","32","Zacatecas","054","Villa Hidalgo","0013","cyb",2688
"1991","32","Zacatecas","054","Villa Hidalgo","0013","cyb",1344
"2000","32","Zacatecas","054","Villa Hidalgo","0013","cyb",3360
"2028","14","Jalisco","015","Autlán de Navarro","0027","cyb",672
"2088","18","Nayarit","018","Tuxpan","0012","cyb",168
"2214","20","Oaxaca","453","Santiago Astata","0001","cyb",504
"2274","20","Oaxaca","453","Santiago Astata","0001","cyb",224
"2282","07","Chiapas","023","Chamula","0125","cyb",1008
"2283","07","Chiapas","023","Chamula","0125","cyb",336
"2284","07","Chiapas","023","Chamula","0125","cyb",336
"2285","07","Chiapas","023","Chamula","0125","cyb",336
"2286","07","Chiapas","023","Chamula","0125","cyb",336
"2287","07","Chiapas","023","Chamula","0125","cyb",1008
"2289","07","Chiapas","023","Chamula","0125","cyb",336
"2291","07","Chiapas","023","Chamula","0125","cyb",1344
"2292","07","Chiapas","023","Chamula","0125","cyb",336
"2293","07","Chiapas","023","Chamula","0125","cyb",336
"2298","07","Chiapas","023","Chamula","0125","cyb",672
"2303","07","Chiapas","023","Chamula","0094","cyb",336
"2308","07","Chiapas","023","Chamula","0094","cyb",672
"2309","07","Chiapas","023","Chamula","0094","cyb",672
"2310","07","Chiapas","023","Chamula","0094","cyb",672
"2314","07","Chiapas","023","Chamula","0094","cyb",672
"2338","20","Oaxaca","397","Heroica Ciudad de Tlaxiaco","0032","cyb",224
"2344","20","Oaxaca","397","Heroica Ciudad de Tlaxiaco","0012","cyb",112
"2395","20","Oaxaca","406","Santa María Chilchotla","0061","cyb",2688
"2462","20","Oaxaca","002","Acatlán de Pérez Figueroa","0032","cyb",768
"2481","28","Tamaulipas","017","Jaumave","0064","cyb",288
"2489","28","Tamaulipas","017","Jaumave","0064","cyb",1344
"2493","28","Tamaulipas","017","Jaumave","0064","cyb",168
"2497","28","Tamaulipas","017","Jaumave","0064","cyb",336
"2925","21","Puebla","164","Tepeaca","0007","cyb",1848
"3331","05","Coahuila de Zaragoza","030","Saltillo","0073","cyb",192
"3332","05","Coahuila de Zaragoza","030","Saltillo","0073","cyb",576
"0056","15","México","067","Otzolotepec","0018","equinos",336
"0059","15","México","067","Otzolotepec","0018","equinos",2016
"0064","15","México","067","Otzolotepec","0018","equinos",112
"0081","15","México","124","San José del Rincón","0083","equinos",168
"0082","15","México","124","San José del Rincón","0083","equinos",2520
"0083","15","México","124","San José del Rincón","0083","equinos",2016
"0085","15","México","124","San José del Rincón","0083","equinos",42
"0087","15","México","124","San José del Rincón","0083","equinos",1008
"0088","15","México","124","San José del Rincón","0083","equinos",1008
"0089","15","México","124","San José del Rincón","0083","equinos",480
"0090","15","México","124","San José del Rincón","0083","equinos",1008
"0092","15","México","124","San José del Rincón","0083","equinos",4.8
"0093","15","México","124","San José del Rincón","0083","equinos",30.3333333333333
"0094","15","México","124","San José del Rincón","0083","equinos",336
"0097","15","México","124","San José del Rincón","0083","equinos",576
"0098","15","México","124","San José del Rincón","0083","equinos",1008
"0103","15","México","124","San José del Rincón","0083","equinos",672
"0105","15","México","124","San José del Rincón","0083","equinos",718.666666666667
"0107","15","México","124","San José del Rincón","0083","equinos",672
"0109","15","México","124","San José del Rincón","0083","equinos",448
"0110","15","México","124","San José del Rincón","0083","equinos",672
"0112","15","México","124","San José del Rincón","0083","equinos",112
"0114","15","México","124","San José del Rincón","0083","equinos",168
"0116","15","México","124","San José del Rincón","0083","equinos",336
"0117","15","México","124","San José del Rincón","0083","equinos",2688
"0118","15","México","124","San José del Rincón","0083","equinos",2016
"0122","15","México","124","San José del Rincón","0048","equinos",336
"0126","15","México","124","San José del Rincón","0048","equinos",84
"0128","15","México","124","San José del Rincón","0048","equinos",168
"0131","15","México","124","San José del Rincón","0048","equinos",84
"0135","15","México","124","San José del Rincón","0048","equinos",28
"0136","15","México","124","San José del Rincón","0048","equinos",28
"0142","15","México","124","San José del Rincón","0121","equinos",288
"0146","15","México","124","San José del Rincón","0121","equinos",168
"0148","15","México","124","San José del Rincón","0121","equinos",504
"0149","15","México","124","San José del Rincón","0121","equinos",98
"0150","15","México","124","San José del Rincón","0121","equinos",504
"0154","15","México","124","San José del Rincón","0121","equinos",336
"0155","15","México","124","San José del Rincón","0121","equinos",672
"0158","15","México","124","San José del Rincón","0121","equinos",70
"0162","15","México","124","San José del Rincón","0038","equinos",336
"0163","15","México","124","San José del Rincón","0038","equinos",18.6666666666667
"0167","15","México","124","San José del Rincón","0038","equinos",112
"0168","15","México","124","San José del Rincón","0038","equinos",672
"0169","15","México","124","San José del Rincón","0038","equinos",168
"0183","15","México","124","San José del Rincón","0038","equinos",56
"0191","15","México","124","San José del Rincón","0038","equinos",672
"0192","15","México","124","San José del Rincón","0038","equinos",336
"0194","15","México","124","San José del Rincón","0038","equinos",112
"0198","15","México","124","San José del Rincón","0038","equinos",672
"0200","15","México","124","San José del Rincón","0038","equinos",504
"0201","15","México","124","San José del Rincón","0032","equinos",168
"0202","15","México","124","San José del Rincón","0032","equinos",168
"0204","15","México","124","San José del Rincón","0032","equinos",912
"0207","15","México","124","San José del Rincón","0032","equinos",240
"0208","15","México","124","San José del Rincón","0032","equinos",864
"0215","15","México","124","San José del Rincón","0032","equinos",308
"0217","15","México","124","San José del Rincón","0032","equinos",168
"0218","15","México","124","San José del Rincón","0032","equinos",168
"0220","15","México","124","San José del Rincón","0032","equinos",74.6666666666667
"0221","15","México","124","San José del Rincón","0053","equinos",288
"0222","15","México","124","San José del Rincón","0053","equinos",9.33333333333333
"0224","15","México","124","San José del Rincón","0053","equinos",56
"0227","15","México","124","San José del Rincón","0053","equinos",336
"0228","15","México","124","San José del Rincón","0053","equinos",336
"0229","15","México","124","San José del Rincón","0053","equinos",112
"0230","15","México","124","San José del Rincón","0053","equinos",1536
"0231","15","México","124","San José del Rincón","0053","equinos",336
"0232","15","México","124","San José del Rincón","0053","equinos",1008
"0233","15","México","124","San José del Rincón","0053","equinos",4.66666666666667
"0234","15","México","124","San José del Rincón","0053","equinos",280
"0236","15","México","124","San José del Rincón","0053","equinos",168
"0237","15","México","124","San José del Rincón","0053","equinos",336
"0238","15","México","124","San José del Rincón","0053","equinos",672
"0239","15","México","124","San José del Rincón","0053","equinos",168
"0242","15","México","074","San Felipe del Progreso","0066","equinos",168
"0246","15","México","074","San Felipe del Progreso","0066","equinos",280
"0247","15","México","074","San Felipe del Progreso","0066","equinos",1680
"0248","15","México","074","San Felipe del Progreso","0066","equinos",224
"0249","15","México","074","San Felipe del Progreso","0066","equinos",112
"0250","15","México","074","San Felipe del Progreso","0066","equinos",84
"0255","15","México","074","San Felipe del Progreso","0066","equinos",336
"0260","15","México","074","San Felipe del Progreso","0066","equinos",168
"0261","15","México","074","San Felipe del Progreso","0107","equinos",392
"0266","15","México","074","San Felipe del Progreso","0107","equinos",1344
"0268","15","México","074","San Felipe del Progreso","0107","equinos",56
"0270","15","México","074","San Felipe del Progreso","0107","equinos",112
"0271","15","México","074","San Felipe del Progreso","0107","equinos",336
"0273","15","México","074","San Felipe del Progreso","0107","equinos",56
"0274","15","México","074","San Felipe del Progreso","0107","equinos",56
"0275","15","México","074","San Felipe del Progreso","0107","equinos",168
"0277","15","México","074","San Felipe del Progreso","0107","equinos",168
"0296","15","México","113","Villa Guerrero","0035","equinos",576
"0329","21","Puebla","113","Piaxtla","0001","equinos",112
"0333","21","Puebla","113","Piaxtla","0001","equinos",392
"0352","21","Puebla","113","Piaxtla","0006","equinos",112
"0384","13","Hidalgo","059","Tecozautla","0055","equinos",336
"0395","13","Hidalgo","059","Tecozautla","0055","equinos",336
"0424","13","Hidalgo","060","Tenango de Doria","0001","equinos",1344
"0451","30","Veracruz de Ignacio de la Llave","103","Mecatlán","0018","equinos",93.3333333333333
"0453","30","Veracruz de Ignacio de la Llave","103","Mecatlán","0018","equinos",349.6
"0455","30","Veracruz de Ignacio de la Llave","103","Mecatlán","0018","equinos",1344
"0463","30","Veracruz de Ignacio de la Llave","103","Mecatlán","0002","equinos",168
"0502","30","Veracruz de Ignacio de la Llave","124","Papantla","0042","equinos",336
"0508","30","Veracruz de Ignacio de la Llave","124","Papantla","0042","equinos",336
"0521","12","Guerrero","001","Acapulco de Juárez","0082","equinos",1680
"0523","12","Guerrero","001","Acapulco de Juárez","0082","equinos",1344
"0524","12","Guerrero","001","Acapulco de Juárez","0082","equinos",1680
"0525","12","Guerrero","001","Acapulco de Juárez","0082","equinos",168
"0527","12","Guerrero","001","Acapulco de Juárez","0082","equinos",2016
"0529","12","Guerrero","001","Acapulco de Juárez","0082","equinos",2016
"0531","12","Guerrero","001","Acapulco de Juárez","0082","equinos",3360
"0533","12","Guerrero","001","Acapulco de Juárez","0082","equinos",240
"0534","12","Guerrero","001","Acapulco de Juárez","0082","equinos",56
"0536","12","Guerrero","001","Acapulco de Juárez","0082","equinos",672
"0537","12","Guerrero","001","Acapulco de Juárez","0082","equinos",2016
"0539","12","Guerrero","001","Acapulco de Juárez","0082","equinos",672
"0562","12","Guerrero","001","Acapulco de Juárez","0297","equinos",112
"0606","12","Guerrero","002","Ahuacuotzingo","0013","equinos",1344
"0607","12","Guerrero","002","Ahuacuotzingo","0013","equinos",504
"0610","12","Guerrero","002","Ahuacuotzingo","0013","equinos",168
"0613","12","Guerrero","002","Ahuacuotzingo","0013","equinos",67.2
"0617","12","Guerrero","002","Ahuacuotzingo","0013","equinos",336
"0621","12","Guerrero","002","Ahuacuotzingo","0030","equinos",112
"0624","12","Guerrero","002","Ahuacuotzingo","0030","equinos",672
"0634","12","Guerrero","002","Ahuacuotzingo","0030","equinos",2688
"0637","12","Guerrero","002","Ahuacuotzingo","0030","equinos",1008
"0736","21","Puebla","164","Tepeaca","0007","equinos",672
"0765","21","Puebla","016","Aquixtla","0003","equinos",280
"0766","21","Puebla","016","Aquixtla","0003","equinos",60
"0772","21","Puebla","016","Aquixtla","0003","equinos",336
"0776","21","Puebla","016","Aquixtla","0003","equinos",42
"0782","21","Puebla","016","Aquixtla","0009","equinos",672
"0784","21","Puebla","016","Aquixtla","0009","equinos",504
"0789","21","Puebla","016","Aquixtla","0009","equinos",672
"0790","21","Puebla","016","Aquixtla","0009","equinos",336
"0794","21","Puebla","016","Aquixtla","0009","equinos",1344
"0801","21","Puebla","186","Tlatlauquitepec","0029","equinos",1008
"0807","21","Puebla","186","Tlatlauquitepec","0029","equinos",96
"0808","21","Puebla","186","Tlatlauquitepec","0029","equinos",1344
"0809","21","Puebla","186","Tlatlauquitepec","0029","equinos",336
"0811","21","Puebla","186","Tlatlauquitepec","0029","equinos",672
"0816","21","Puebla","186","Tlatlauquitepec","0029","equinos",112
"0817","21","Puebla","186","Tlatlauquitepec","0029","equinos",84
"0872","21","Puebla","017","Atempan","0009","equinos",672
"0905","30","Veracruz de Ignacio de la Llave","029","Calcahualco","0005","equinos",28
"0907","30","Veracruz de Ignacio de la Llave","029","Calcahualco","0005","equinos",11.2
"0917","30","Veracruz de Ignacio de la Llave","029","Calcahualco","0005","equinos",1008
"0946","30","Veracruz de Ignacio de la Llave","029","Calcahualco","0017","equinos",336
"0949","30","Veracruz de Ignacio de la Llave","029","Calcahualco","0017","equinos",48
"0959","30","Veracruz de Ignacio de la Llave","029","Calcahualco","0017","equinos",140
"0962","30","Veracruz de Ignacio de la Llave","159","Tehuipango","0026","equinos",336
"0971","30","Veracruz de Ignacio de la Llave","159","Tehuipango","0026","equinos",1008
"0977","30","Veracruz de Ignacio de la Llave","159","Tehuipango","0026","equinos",672
"0990","30","Veracruz de Ignacio de la Llave","159","Tehuipango","0042","equinos",336
"0998","30","Veracruz de Ignacio de la Llave","159","Tehuipango","0042","equinos",672
"0999","30","Veracruz de Ignacio de la Llave","159","Tehuipango","0042","equinos",112
"1052","08","Chihuahua","007","Balleza","0001","equinos",1008
"1060","08","Chihuahua","007","Balleza","0001","equinos",336
"1064","08","Chihuahua","007","Balleza","0001","equinos",80
"1122","25","Sinaloa","011","Guasave","0816","equinos",336
"1125","25","Sinaloa","011","Guasave","0816","equinos",280
"1221","04","Campeche","006","Hopelchén","0057","equinos",456
"1242","27","Tabasco","013","Nacajuca","0015","equinos",404
"1246","27","Tabasco","013","Nacajuca","0015","equinos",528
"1248","27","Tabasco","013","Nacajuca","0015","equinos",672
"1258","27","Tabasco","013","Nacajuca","0015","equinos",384
"1260","27","Tabasco","013","Nacajuca","0015","equinos",1344
"1265","27","Tabasco","013","Nacajuca","0015","equinos",192
"1272","27","Tabasco","013","Nacajuca","0015","equinos",2112
"1278","27","Tabasco","013","Nacajuca","0015","equinos",2016
"1298","27","Tabasco","005","Comalcalco","0036","equinos",1536
"1361","27","Tabasco","008","Huimanguillo","0259","equinos",168
"1389","27","Tabasco","008","Huimanguillo","0191","equinos",224
"1390","27","Tabasco","008","Huimanguillo","0191","equinos",384
"1391","27","Tabasco","008","Huimanguillo","0191","equinos",144
"1392","27","Tabasco","008","Huimanguillo","0191","equinos",1120
"1427","27","Tabasco","012","Macuspana","0231","equinos",144
"1446","30","Veracruz de Ignacio de la Llave","108","Minatitlán","0029","equinos",168
"1448","30","Veracruz de Ignacio de la Llave","108","Minatitlán","0029","equinos",336
"1451","30","Veracruz de Ignacio de la Llave","108","Minatitlán","0029","equinos",336
"1462","30","Veracruz de Ignacio de la Llave","108","Minatitlán","0112","equinos",336
"1464","30","Veracruz de Ignacio de la Llave","108","Minatitlán","0112","equinos",112
"1465","30","Veracruz de Ignacio de la Llave","108","Minatitlán","0112","equinos",112
"1471","30","Veracruz de Ignacio de la Llave","108","Minatitlán","0112","equinos",336
"1478","30","Veracruz de Ignacio de la Llave","108","Minatitlán","0112","equinos",2352
"1480","30","Veracruz de Ignacio de la Llave","108","Minatitlán","0112","equinos",2016
"1491","19","Nuevo León","017","Galeana","0077","equinos",144
"1495","19","Nuevo León","017","Galeana","0077","equinos",308
"1500","19","Nuevo León","017","Galeana","0077","equinos",288
"1532","05","Coahuila de Zaragoza","030","Saltillo","0073","equinos",336
"1539","05","Coahuila de Zaragoza","030","Saltillo","0073","equinos",112
"1554","05","Coahuila de Zaragoza","030","Saltillo","0073","equinos",480
"1617","22","Querétaro","014","Querétaro","0054","equinos",56
"1626","22","Querétaro","014","Querétaro","0054","equinos",56
