"cons","cve_edo","NOM_ENT","cve_mun","NOM_MUN","cve_loc","grupo_animal","horas_anuales"
"1492","19","Nuevo León","017","Galeana","0077","aves",102.666666666667
"1500","19","Nuevo León","017","Galeana","0077","aves",336
"1532","05","Coahuila de Zaragoza","030","Saltillo","0073","aves",336
"1533","05","Coahuila de Zaragoza","030","Saltillo","0073","aves",84
"1534","05","Coahuila de Zaragoza","030","Saltillo","0073","aves",1008
"1539","05","Coahuila de Zaragoza","030","Saltillo","0073","aves",112
"1556","05","Coahuila de Zaragoza","030","Saltillo","0073","aves",1344
"1612","22","Querétaro","014","Querétaro","0054","aves",16.8
"1615","22","Querétaro","014","Querétaro","0054","aves",28
"1619","22","Querétaro","014","Querétaro","0054","aves",112
"1627","22","Querétaro","014","Querétaro","0054","aves",56
"1628","22","Querétaro","014","Querétaro","0054","aves",56
"1642","22","Querétaro","018","Tolimán","0010","aves",168
"1664","22","Querétaro","018","Tolimán","0043","aves",28
"1706","24","San Luis Potosí","019","Lagunillas","0044","aves",28
"1725","11","Guanajuato","037","Silao de la Victoria","0089","aves",56
"1729","11","Guanajuato","037","Silao de la Victoria","0089","aves",18.6666666666667
"1736","11","Guanajuato","037","Silao de la Victoria","0089","aves",28
"1792","11","Guanajuato","017","Irapuato","0079","aves",56
"1809","11","Guanajuato","046","Yuriria","0049","aves",672
"1811","11","Guanajuato","046","Yuriria","0049","aves",168
"1814","11","Guanajuato","046","Yuriria","0049","aves",1680
"1815","11","Guanajuato","046","Yuriria","0049","aves",67.2
"1817","11","Guanajuato","046","Yuriria","0049","aves",3360
"1835","11","Guanajuato","046","Yuriria","0009","aves",112
"1843","11","Guanajuato","030","San Felipe","0071","aves",9.33333333333333
"1845","11","Guanajuato","030","San Felipe","0071","aves",84
"1865","11","Guanajuato","030","San Felipe","0109","aves",168
"1874","11","Guanajuato","030","San Felipe","0109","aves",7
"1892","32","Zacatecas","017","Guadalupe","0007","aves",40
"1929","32","Zacatecas","038","Pinos","0062","aves",1008
"1933","32","Zacatecas","038","Pinos","0062","aves",28
"1988","32","Zacatecas","054","Villa Hidalgo","0013","aves",336
"2009","14","Jalisco","015","Autlán de Navarro","0022","aves",576
"2016","14","Jalisco","015","Autlán de Navarro","0022","aves",248
"2021","14","Jalisco","015","Autlán de Navarro","0027","aves",28
"2023","14","Jalisco","015","Autlán de Navarro","0027","aves",21
"2026","14","Jalisco","015","Autlán de Navarro","0027","aves",25.6666666666667
"2030","14","Jalisco","015","Autlán de Navarro","0027","aves",120
"2101","18","Nayarit","018","Tuxpan","0013","aves",84
"2102","18","Nayarit","018","Tuxpan","0013","aves",28
"2106","18","Nayarit","018","Tuxpan","0013","aves",98
"2113","18","Nayarit","018","Tuxpan","0013","aves",28
"2114","18","Nayarit","018","Tuxpan","0013","aves",336
"2123","16","Michoacán de Ocampo","075","Los Reyes","0009","aves",84
"2127","16","Michoacán de Ocampo","075","Los Reyes","0009","aves",168
"2141","16","Michoacán de Ocampo","075","Los Reyes","0032","aves",336
"2143","16","Michoacán de Ocampo","075","Los Reyes","0032","aves",42
"2145","16","Michoacán de Ocampo","075","Los Reyes","0032","aves",168
"2146","16","Michoacán de Ocampo","075","Los Reyes","0032","aves",336
"2148","16","Michoacán de Ocampo","075","Los Reyes","0032","aves",112
"2158","16","Michoacán de Ocampo","075","Los Reyes","0032","aves",112
"2167","20","Oaxaca","260","San Miguel Aloápam","0002","aves",672
"2169","20","Oaxaca","260","San Miguel Aloápam","0002","aves",336
"2177","20","Oaxaca","260","San Miguel Aloápam","0002","aves",336
"2178","20","Oaxaca","260","San Miguel Aloápam","0002","aves",56
"2179","20","Oaxaca","260","San Miguel Aloápam","0002","aves",168
"2180","20","Oaxaca","260","San Miguel Aloápam","0002","aves",672
"2181","20","Oaxaca","260","San Miguel Aloápam","0002","aves",1008
"2184","20","Oaxaca","260","San Miguel Aloápam","0002","aves",1008
"2187","20","Oaxaca","260","San Miguel Aloápam","0002","aves",672
"2189","20","Oaxaca","260","San Miguel Aloápam","0002","aves",168
"2190","20","Oaxaca","260","San Miguel Aloápam","0002","aves",28
"2192","20","Oaxaca","260","San Miguel Aloápam","0002","aves",336
"2193","20","Oaxaca","260","San Miguel Aloápam","0002","aves",336
"2194","20","Oaxaca","260","San Miguel Aloápam","0002","aves",224
"2196","20","Oaxaca","260","San Miguel Aloápam","0002","aves",336
"2203","20","Oaxaca","453","Santiago Astata","0001","aves",56
"2206","20","Oaxaca","453","Santiago Astata","0001","aves",84
"2207","20","Oaxaca","453","Santiago Astata","0001","aves",56
"2212","20","Oaxaca","453","Santiago Astata","0001","aves",336
"2217","20","Oaxaca","453","Santiago Astata","0001","aves",168
"2219","20","Oaxaca","453","Santiago Astata","0001","aves",112
"2227","20","Oaxaca","453","Santiago Astata","0001","aves",336
"2229","20","Oaxaca","453","Santiago Astata","0001","aves",1344
"2230","20","Oaxaca","453","Santiago Astata","0001","aves",336
"2235","20","Oaxaca","453","Santiago Astata","0001","aves",56
"2236","20","Oaxaca","453","Santiago Astata","0001","aves",672
"2237","20","Oaxaca","453","Santiago Astata","0001","aves",1008
"2240","20","Oaxaca","453","Santiago Astata","0001","aves",336
"2241","20","Oaxaca","453","Santiago Astata","0001","aves",672
"2243","20","Oaxaca","453","Santiago Astata","0001","aves",672
"2247","20","Oaxaca","453","Santiago Astata","0001","aves",336
"2249","20","Oaxaca","453","Santiago Astata","0001","aves",1008
"2251","20","Oaxaca","453","Santiago Astata","0001","aves",336
"2256","20","Oaxaca","453","Santiago Astata","0001","aves",672
"2262","20","Oaxaca","453","Santiago Astata","0001","aves",28
"2264","20","Oaxaca","453","Santiago Astata","0001","aves",168
"2266","20","Oaxaca","453","Santiago Astata","0001","aves",336
"2269","20","Oaxaca","453","Santiago Astata","0001","aves",56
"2275","20","Oaxaca","453","Santiago Astata","0001","aves",56
"2278","20","Oaxaca","453","Santiago Astata","0001","aves",336
"2280","20","Oaxaca","453","Santiago Astata","0001","aves",168
"2284","07","Chiapas","023","Chamula","0125","aves",336
"2285","07","Chiapas","023","Chamula","0125","aves",336
"2288","07","Chiapas","023","Chamula","0125","aves",672
"2290","07","Chiapas","023","Chamula","0125","aves",28
"2291","07","Chiapas","023","Chamula","0125","aves",420
"2292","07","Chiapas","023","Chamula","0125","aves",168
"2294","07","Chiapas","023","Chamula","0125","aves",672
"2296","07","Chiapas","023","Chamula","0125","aves",336
"2298","07","Chiapas","023","Chamula","0125","aves",336
"2300","07","Chiapas","023","Chamula","0125","aves",112
"2304","07","Chiapas","023","Chamula","0094","aves",56
"2308","07","Chiapas","023","Chamula","0094","aves",84
"2309","07","Chiapas","023","Chamula","0094","aves",336
"2310","07","Chiapas","023","Chamula","0094","aves",168
"2311","07","Chiapas","023","Chamula","0094","aves",11.6666666666667
"2312","07","Chiapas","023","Chamula","0094","aves",28
"2313","07","Chiapas","023","Chamula","0094","aves",336
"2314","07","Chiapas","023","Chamula","0094","aves",336
"2315","07","Chiapas","023","Chamula","0094","aves",336
"2316","07","Chiapas","023","Chamula","0094","aves",28
"2317","07","Chiapas","023","Chamula","0094","aves",84
"2319","07","Chiapas","023","Chamula","0094","aves",70
"2320","07","Chiapas","023","Chamula","0094","aves",168
"2327","20","Oaxaca","397","Heroica Ciudad de Tlaxiaco","0032","aves",1344
"2332","20","Oaxaca","397","Heroica Ciudad de Tlaxiaco","0032","aves",168
"2335","20","Oaxaca","397","Heroica Ciudad de Tlaxiaco","0032","aves",720
"2338","20","Oaxaca","397","Heroica Ciudad de Tlaxiaco","0032","aves",224
"2343","20","Oaxaca","397","Heroica Ciudad de Tlaxiaco","0012","aves",672
"2344","20","Oaxaca","397","Heroica Ciudad de Tlaxiaco","0012","aves",112
"2345","20","Oaxaca","397","Heroica Ciudad de Tlaxiaco","0012","aves",672
"2352","20","Oaxaca","397","Heroica Ciudad de Tlaxiaco","0012","aves",336
"2354","20","Oaxaca","397","Heroica Ciudad de Tlaxiaco","0012","aves",21
"2355","20","Oaxaca","397","Heroica Ciudad de Tlaxiaco","0012","aves",336
"2361","20","Oaxaca","406","Santa María Chilchotla","0001","aves",336
"2362","20","Oaxaca","406","Santa María Chilchotla","0001","aves",112
"2368","20","Oaxaca","406","Santa María Chilchotla","0001","aves",1008
"2373","20","Oaxaca","406","Santa María Chilchotla","0001","aves",67.2
"2375","20","Oaxaca","406","Santa María Chilchotla","0001","aves",56
"2377","20","Oaxaca","406","Santa María Chilchotla","0001","aves",56
"2379","20","Oaxaca","406","Santa María Chilchotla","0001","aves",56
"2380","20","Oaxaca","406","Santa María Chilchotla","0001","aves",56
"2381","20","Oaxaca","406","Santa María Chilchotla","0061","aves",576
"2383","20","Oaxaca","406","Santa María Chilchotla","0061","aves",84
"2385","20","Oaxaca","406","Santa María Chilchotla","0061","aves",336
"2386","20","Oaxaca","406","Santa María Chilchotla","0061","aves",1008
"2387","20","Oaxaca","406","Santa María Chilchotla","0061","aves",1344
"2388","20","Oaxaca","406","Santa María Chilchotla","0061","aves",1008
"2393","20","Oaxaca","406","Santa María Chilchotla","0061","aves",336
"2396","20","Oaxaca","406","Santa María Chilchotla","0061","aves",56
"2397","20","Oaxaca","406","Santa María Chilchotla","0061","aves",2016
"2398","20","Oaxaca","406","Santa María Chilchotla","0061","aves",112
"2399","20","Oaxaca","406","Santa María Chilchotla","0061","aves",23.3333333333333
"2401","20","Oaxaca","309","San Pedro Ixcatlán","0013","aves",336
"2403","20","Oaxaca","309","San Pedro Ixcatlán","0013","aves",16.8
"2404","20","Oaxaca","309","San Pedro Ixcatlán","0013","aves",336
"2407","20","Oaxaca","309","San Pedro Ixcatlán","0013","aves",1008
"2408","20","Oaxaca","309","San Pedro Ixcatlán","0013","aves",672
"2409","20","Oaxaca","309","San Pedro Ixcatlán","0013","aves",1008
"2410","20","Oaxaca","309","San Pedro Ixcatlán","0013","aves",112
"2411","20","Oaxaca","309","San Pedro Ixcatlán","0013","aves",56
"2413","20","Oaxaca","309","San Pedro Ixcatlán","0013","aves",67.2
"2414","20","Oaxaca","309","San Pedro Ixcatlán","0013","aves",56
"2417","20","Oaxaca","309","San Pedro Ixcatlán","0013","aves",112
"2419","20","Oaxaca","309","San Pedro Ixcatlán","0013","aves",28
"2421","20","Oaxaca","309","San Pedro Ixcatlán","0013","aves",56
"2422","20","Oaxaca","309","San Pedro Ixcatlán","0013","aves",28
"2423","20","Oaxaca","309","San Pedro Ixcatlán","0013","aves",28
"2424","20","Oaxaca","309","San Pedro Ixcatlán","0013","aves",84
"2425","20","Oaxaca","309","San Pedro Ixcatlán","0013","aves",28
"2426","20","Oaxaca","309","San Pedro Ixcatlán","0013","aves",1008
"2427","20","Oaxaca","309","San Pedro Ixcatlán","0013","aves",672
"2428","20","Oaxaca","309","San Pedro Ixcatlán","0013","aves",288
"2430","20","Oaxaca","309","San Pedro Ixcatlán","0013","aves",112
"2431","20","Oaxaca","309","San Pedro Ixcatlán","0013","aves",84
"2432","20","Oaxaca","309","San Pedro Ixcatlán","0013","aves",56
"2433","20","Oaxaca","309","San Pedro Ixcatlán","0013","aves",140
"2434","20","Oaxaca","309","San Pedro Ixcatlán","0013","aves",672
"2435","20","Oaxaca","309","San Pedro Ixcatlán","0013","aves",336
"2437","20","Oaxaca","309","San Pedro Ixcatlán","0013","aves",7
"2439","20","Oaxaca","309","San Pedro Ixcatlán","0013","aves",280
"2440","20","Oaxaca","309","San Pedro Ixcatlán","0013","aves",56
"2441","20","Oaxaca","002","Acatlán de Pérez Figueroa","0008","aves",28
"2442","20","Oaxaca","002","Acatlán de Pérez Figueroa","0008","aves",336
"2443","20","Oaxaca","002","Acatlán de Pérez Figueroa","0008","aves",672
"2444","20","Oaxaca","002","Acatlán de Pérez Figueroa","0008","aves",18.6666666666667
"2445","20","Oaxaca","002","Acatlán de Pérez Figueroa","0008","aves",112
"2446","20","Oaxaca","002","Acatlán de Pérez Figueroa","0008","aves",28
"2451","20","Oaxaca","002","Acatlán de Pérez Figueroa","0008","aves",51.3333333333333
"2454","20","Oaxaca","002","Acatlán de Pérez Figueroa","0008","aves",25.3333333333333
"2456","20","Oaxaca","002","Acatlán de Pérez Figueroa","0008","aves",22.4
"2459","20","Oaxaca","002","Acatlán de Pérez Figueroa","0008","aves",56
"2460","20","Oaxaca","002","Acatlán de Pérez Figueroa","0008","aves",32.6666666666667
"2461","20","Oaxaca","002","Acatlán de Pérez Figueroa","0032","aves",168
"2462","20","Oaxaca","002","Acatlán de Pérez Figueroa","0032","aves",672
"2463","20","Oaxaca","002","Acatlán de Pérez Figueroa","0032","aves",336
"2464","20","Oaxaca","002","Acatlán de Pérez Figueroa","0032","aves",112
"2466","20","Oaxaca","002","Acatlán de Pérez Figueroa","0032","aves",1008
"2470","20","Oaxaca","002","Acatlán de Pérez Figueroa","0032","aves",56
"2475","20","Oaxaca","002","Acatlán de Pérez Figueroa","0032","aves",53.6666666666667
"2477","20","Oaxaca","002","Acatlán de Pérez Figueroa","0032","aves",112
"2478","20","Oaxaca","002","Acatlán de Pérez Figueroa","0032","aves",11.6666666666667
"2479","20","Oaxaca","002","Acatlán de Pérez Figueroa","0032","aves",28
"2514","28","Tamaulipas","017","Jaumave","0064","aves",672
"2517","28","Tamaulipas","017","Jaumave","0064","aves",56
"2552","28","Tamaulipas","034","San Carlos","0001","aves",1344
"2553","28","Tamaulipas","034","San Carlos","0001","aves",336
"2731","21","Puebla","113","Piaxtla","0006","aves",432
"2923","21","Puebla","164","Tepeaca","0007","aves",1008
"3241","27","Tabasco","004","Centro","0161","aves",160
"3243","27","Tabasco","004","Centro","0161","aves",560
"3244","27","Tabasco","004","Centro","0161","aves",336
"3314","19","Nuevo León","017","Galeana","0077","aves",168
"3331","05","Coahuila de Zaragoza","030","Saltillo","0073","aves",56
"0008","15","México","051","Lerma","0060","cerdos",672
"0110","15","México","124","San José del Rincón","0083","cerdos",672
"0147","15","México","124","San José del Rincón","0121","cerdos",84
"0293","15","México","113","Villa Guerrero","0035","cerdos",112
"0308","15","México","113","Villa Guerrero","0021","cerdos",84
"0319","15","México","113","Villa Guerrero","0021","cerdos",2016
"0320","15","México","113","Villa Guerrero","0021","cerdos",56
"0350","21","Puebla","113","Piaxtla","0006","cerdos",336
"0354","21","Puebla","113","Piaxtla","0006","cerdos",576
"0359","21","Puebla","113","Piaxtla","0006","cerdos",336
"0369","13","Hidalgo","059","Tecozautla","0033","cerdos",336
"0376","13","Hidalgo","059","Tecozautla","0033","cerdos",84
"0386","13","Hidalgo","059","Tecozautla","0055","cerdos",672
"0387","13","Hidalgo","059","Tecozautla","0055","cerdos",168
"0388","13","Hidalgo","059","Tecozautla","0055","cerdos",112
"0393","13","Hidalgo","059","Tecozautla","0055","cerdos",28
"0394","13","Hidalgo","059","Tecozautla","0055","cerdos",168
"0433","13","Hidalgo","060","Tenango de Doria","0001","cerdos",432
"0445","30","Veracruz de Ignacio de la Llave","103","Mecatlán","0018","cerdos",224
"0448","30","Veracruz de Ignacio de la Llave","103","Mecatlán","0018","cerdos",672
"0453","30","Veracruz de Ignacio de la Llave","103","Mecatlán","0018","cerdos",392
"0454","30","Veracruz de Ignacio de la Llave","103","Mecatlán","0018","cerdos",112
"0456","30","Veracruz de Ignacio de la Llave","103","Mecatlán","0018","cerdos",336
"0457","30","Veracruz de Ignacio de la Llave","103","Mecatlán","0018","cerdos",168
"0467","30","Veracruz de Ignacio de la Llave","103","Mecatlán","0002","cerdos",112
"0472","30","Veracruz de Ignacio de la Llave","103","Mecatlán","0002","cerdos",112
"0474","30","Veracruz de Ignacio de la Llave","103","Mecatlán","0002","cerdos",336
"0482","30","Veracruz de Ignacio de la Llave","124","Papantla","0019","cerdos",154
"0485","30","Veracruz de Ignacio de la Llave","124","Papantla","0019","cerdos",14.6666666666667
"0517","30","Veracruz de Ignacio de la Llave","124","Papantla","0042","cerdos",252
"0521","12","Guerrero","001","Acapulco de Juárez","0082","cerdos",1680
"0522","12","Guerrero","001","Acapulco de Juárez","0082","cerdos",168
"0523","12","Guerrero","001","Acapulco de Juárez","0082","cerdos",1344
"0524","12","Guerrero","001","Acapulco de Juárez","0082","cerdos",168
"0525","12","Guerrero","001","Acapulco de Juárez","0082","cerdos",112
"0529","12","Guerrero","001","Acapulco de Juárez","0082","cerdos",168
"0539","12","Guerrero","001","Acapulco de Juárez","0082","cerdos",112
"0541","12","Guerrero","001","Acapulco de Juárez","0087","cerdos",42
"0543","12","Guerrero","001","Acapulco de Juárez","0087","cerdos",336
"0554","12","Guerrero","001","Acapulco de Juárez","0087","cerdos",672
"0561","12","Guerrero","001","Acapulco de Juárez","0297","cerdos",112
"0562","12","Guerrero","001","Acapulco de Juárez","0297","cerdos",112
"0563","12","Guerrero","001","Acapulco de Juárez","0297","cerdos",252
"0564","12","Guerrero","001","Acapulco de Juárez","0297","cerdos",336
"0565","12","Guerrero","001","Acapulco de Juárez","0297","cerdos",672
"0567","12","Guerrero","001","Acapulco de Juárez","0297","cerdos",168
"0570","12","Guerrero","001","Acapulco de Juárez","0297","cerdos",168
"0575","12","Guerrero","001","Acapulco de Juárez","0297","cerdos",168
"0576","12","Guerrero","001","Acapulco de Juárez","0297","cerdos",336
"0577","12","Guerrero","001","Acapulco de Juárez","0297","cerdos",336
"0578","12","Guerrero","001","Acapulco de Juárez","0297","cerdos",560
"0580","12","Guerrero","001","Acapulco de Juárez","0297","cerdos",336
"0588","12","Guerrero","001","Acapulco de Juárez","0349","cerdos",1680
"0603","12","Guerrero","002","Ahuacuotzingo","0013","cerdos",336
"0605","12","Guerrero","002","Ahuacuotzingo","0013","cerdos",168
"0607","12","Guerrero","002","Ahuacuotzingo","0013","cerdos",70
"0612","12","Guerrero","002","Ahuacuotzingo","0013","cerdos",168
"0614","12","Guerrero","002","Ahuacuotzingo","0013","cerdos",112
"0616","12","Guerrero","002","Ahuacuotzingo","0013","cerdos",84
"0620","12","Guerrero","002","Ahuacuotzingo","0013","cerdos",2688
"0727","21","Puebla","164","Tepeaca","0007","cerdos",24
"0736","21","Puebla","164","Tepeaca","0007","cerdos",1008
"0740","21","Puebla","164","Tepeaca","0007","cerdos",336
"0773","21","Puebla","016","Aquixtla","0003","cerdos",51.3333333333333
"0780","21","Puebla","016","Aquixtla","0003","cerdos",48
"0787","21","Puebla","016","Aquixtla","0009","cerdos",168
"0808","21","Puebla","186","Tlatlauquitepec","0029","cerdos",112
"0821","21","Puebla","186","Tlatlauquitepec","0037","cerdos",42
"0825","21","Puebla","186","Tlatlauquitepec","0037","cerdos",37.3333333333333
"0826","21","Puebla","186","Tlatlauquitepec","0037","cerdos",336
"0827","21","Puebla","186","Tlatlauquitepec","0037","cerdos",42
"0842","21","Puebla","017","Atempan","0005","cerdos",28
"0844","21","Puebla","017","Atempan","0005","cerdos",112
"0845","21","Puebla","017","Atempan","0005","cerdos",93.3333333333333
"0846","21","Puebla","017","Atempan","0005","cerdos",112
"0847","21","Puebla","017","Atempan","0005","cerdos",84
"0849","21","Puebla","017","Atempan","0005","cerdos",168
"0850","21","Puebla","017","Atempan","0005","cerdos",336
"0851","21","Puebla","017","Atempan","0005","cerdos",28
"0852","21","Puebla","017","Atempan","0005","cerdos",42
"0854","21","Puebla","017","Atempan","0005","cerdos",0.933333333333333
"0855","21","Puebla","017","Atempan","0005","cerdos",4.66666666666667
"0856","21","Puebla","017","Atempan","0005","cerdos",11.2
"0857","21","Puebla","017","Atempan","0005","cerdos",37.3333333333333
"0862","21","Puebla","017","Atempan","0009","cerdos",51.3333333333333
"0863","21","Puebla","017","Atempan","0009","cerdos",4.66666666666667
"0867","21","Puebla","017","Atempan","0009","cerdos",9.33333333333333
"0868","21","Puebla","017","Atempan","0009","cerdos",112
"0871","21","Puebla","017","Atempan","0009","cerdos",168
"0872","21","Puebla","017","Atempan","0009","cerdos",672
"0874","21","Puebla","017","Atempan","0009","cerdos",28
"0875","21","Puebla","017","Atempan","0009","cerdos",84
"0880","21","Puebla","017","Atempan","0009","cerdos",72.8
"0881","30","Veracruz de Ignacio de la Llave","029","Calcahualco","0001","cerdos",112
"0882","30","Veracruz de Ignacio de la Llave","029","Calcahualco","0001","cerdos",93.3333333333333
"0884","30","Veracruz de Ignacio de la Llave","029","Calcahualco","0001","cerdos",336
"0885","30","Veracruz de Ignacio de la Llave","029","Calcahualco","0001","cerdos",144
"0886","30","Veracruz de Ignacio de la Llave","029","Calcahualco","0001","cerdos",130.666666666667
"0888","30","Veracruz de Ignacio de la Llave","029","Calcahualco","0001","cerdos",28
"0893","30","Veracruz de Ignacio de la Llave","029","Calcahualco","0001","cerdos",168
"0894","30","Veracruz de Ignacio de la Llave","029","Calcahualco","0001","cerdos",93.3333333333333
"0898","30","Veracruz de Ignacio de la Llave","029","Calcahualco","0001","cerdos",56
"0905","30","Veracruz de Ignacio de la Llave","029","Calcahualco","0005","cerdos",16.3333333333333
"0912","30","Veracruz de Ignacio de la Llave","029","Calcahualco","0005","cerdos",672
"0919","30","Veracruz de Ignacio de la Llave","029","Calcahualco","0005","cerdos",336
"0921","30","Veracruz de Ignacio de la Llave","029","Calcahualco","0007","cerdos",456
"0924","30","Veracruz de Ignacio de la Llave","029","Calcahualco","0007","cerdos",672
"0931","30","Veracruz de Ignacio de la Llave","029","Calcahualco","0007","cerdos",168
"0949","30","Veracruz de Ignacio de la Llave","029","Calcahualco","0017","cerdos",96
"0959","30","Veracruz de Ignacio de la Llave","029","Calcahualco","0017","cerdos",70
"0978","30","Veracruz de Ignacio de la Llave","159","Tehuipango","0026","cerdos",252
"1019","02","Baja California","002","Mexicali","0333","cerdos",112
"1048","08","Chihuahua","007","Balleza","0001","cerdos",168
"1052","08","Chihuahua","007","Balleza","0001","cerdos",84
"1122","25","Sinaloa","011","Guasave","0816","cerdos",42
"1123","25","Sinaloa","011","Guasave","0816","cerdos",140
"1157","25","Sinaloa","011","Guasave","0759","cerdos",280
"1202","04","Campeche","006","Hopelchén","0019","cerdos",28
"1207","04","Campeche","006","Hopelchén","0019","cerdos",18.6666666666667
"1209","04","Campeche","006","Hopelchén","0019","cerdos",460
"1214","04","Campeche","006","Hopelchén","0019","cerdos",84
"1216","04","Campeche","006","Hopelchén","0019","cerdos",252
"1217","04","Campeche","006","Hopelchén","0019","cerdos",106.4
"1223","04","Campeche","006","Hopelchén","0057","cerdos",84
"1228","04","Campeche","006","Hopelchén","0057","cerdos",56
"1230","04","Campeche","006","Hopelchén","0057","cerdos",344
"1232","04","Campeche","006","Hopelchén","0057","cerdos",448
"1233","04","Campeche","006","Hopelchén","0057","cerdos",112
"1234","04","Campeche","006","Hopelchén","0057","cerdos",56
"1235","04","Campeche","006","Hopelchén","0057","cerdos",162.666666666667
"1244","27","Tabasco","013","Nacajuca","0015","cerdos",408
"1245","27","Tabasco","013","Nacajuca","0015","cerdos",420
"1249","27","Tabasco","013","Nacajuca","0015","cerdos",420
"1250","27","Tabasco","013","Nacajuca","0015","cerdos",336
"1252","27","Tabasco","013","Nacajuca","0015","cerdos",77.6
"1253","27","Tabasco","013","Nacajuca","0015","cerdos",336
"1254","27","Tabasco","013","Nacajuca","0015","cerdos",1068
"1255","27","Tabasco","013","Nacajuca","0015","cerdos",168
"1258","27","Tabasco","013","Nacajuca","0015","cerdos",576
"1259","27","Tabasco","013","Nacajuca","0015","cerdos",288
"1261","27","Tabasco","013","Nacajuca","0015","cerdos",336
"1262","27","Tabasco","013","Nacajuca","0015","cerdos",144
"1265","27","Tabasco","013","Nacajuca","0015","cerdos",672
"1267","27","Tabasco","013","Nacajuca","0015","cerdos",448
"1268","27","Tabasco","013","Nacajuca","0015","cerdos",392
"1269","27","Tabasco","013","Nacajuca","0015","cerdos",280
"1270","27","Tabasco","013","Nacajuca","0015","cerdos",336
"1271","27","Tabasco","013","Nacajuca","0015","cerdos",672
"1272","27","Tabasco","013","Nacajuca","0015","cerdos",432
"1274","27","Tabasco","013","Nacajuca","0015","cerdos",576
"1278","27","Tabasco","013","Nacajuca","0015","cerdos",2016
"1279","27","Tabasco","013","Nacajuca","0015","cerdos",1008
"1280","27","Tabasco","013","Nacajuca","0015","cerdos",1008
"1282","27","Tabasco","005","Comalcalco","0036","cerdos",11.2
"1287","27","Tabasco","005","Comalcalco","0036","cerdos",280
"1330","27","Tabasco","004","Centro","0101","cerdos",168
"1343","27","Tabasco","004","Centro","0161","cerdos",168
"1344","27","Tabasco","004","Centro","0161","cerdos",336
"1361","27","Tabasco","008","Huimanguillo","0259","cerdos",354.666666666667
"1383","27","Tabasco","008","Huimanguillo","0191","cerdos",448
"1386","27","Tabasco","008","Huimanguillo","0191","cerdos",448
"1389","27","Tabasco","008","Huimanguillo","0191","cerdos",280
"1401","27","Tabasco","012","Macuspana","0150","cerdos",112
"1403","27","Tabasco","012","Macuspana","0150","cerdos",140
"1407","27","Tabasco","012","Macuspana","0150","cerdos",84
"1409","27","Tabasco","012","Macuspana","0150","cerdos",95.2
"1412","27","Tabasco","012","Macuspana","0150","cerdos",168
"1417","27","Tabasco","012","Macuspana","0150","cerdos",224
"1420","27","Tabasco","012","Macuspana","0150","cerdos",40
"1421","27","Tabasco","012","Macuspana","0231","cerdos",168
"1437","27","Tabasco","012","Macuspana","0231","cerdos",672
"1439","27","Tabasco","012","Macuspana","0231","cerdos",336
"1461","30","Veracruz de Ignacio de la Llave","108","Minatitlán","0112","cerdos",37.3333333333333
"1463","30","Veracruz de Ignacio de la Llave","108","Minatitlán","0112","cerdos",1.86666666666667
"1478","30","Veracruz de Ignacio de la Llave","108","Minatitlán","0112","cerdos",672
"1495","19","Nuevo León","017","Galeana","0077","cerdos",308
"1500","19","Nuevo León","017","Galeana","0077","cerdos",19.2
"1531","05","Coahuila de Zaragoza","030","Saltillo","0073","cerdos",576
"1532","05","Coahuila de Zaragoza","030","Saltillo","0073","cerdos",336
"1537","05","Coahuila de Zaragoza","030","Saltillo","0073","cerdos",112
"1539","05","Coahuila de Zaragoza","030","Saltillo","0073","cerdos",112
"1591","10","Durango","004","Cuencamé","0074","cerdos",672
"1621","22","Querétaro","014","Querétaro","0054","cerdos",12
"1630","22","Querétaro","014","Querétaro","0054","cerdos",56
"1649","22","Querétaro","018","Tolimán","0010","cerdos",672
"1685","24","San Luis Potosí","019","Lagunillas","0044","cerdos",1008
"1706","24","San Luis Potosí","019","Lagunillas","0044","cerdos",56
"1707","24","San Luis Potosí","019","Lagunillas","0044","cerdos",672
"1708","24","San Luis Potosí","019","Lagunillas","0044","cerdos",28
"1712","24","San Luis Potosí","019","Lagunillas","0044","cerdos",168
"1714","24","San Luis Potosí","019","Lagunillas","0044","cerdos",1008
"1725","11","Guanajuato","037","Silao de la Victoria","0089","cerdos",56
"1756","11","Guanajuato","037","Silao de la Victoria","0003","cerdos",5.6
"1811","11","Guanajuato","046","Yuriria","0049","cerdos",672
"1816","11","Guanajuato","046","Yuriria","0049","cerdos",23.3333333333333
"1841","11","Guanajuato","030","San Felipe","0071","cerdos",168
"1842","11","Guanajuato","030","San Felipe","0071","cerdos",9.33333333333333
"1843","11","Guanajuato","030","San Felipe","0071","cerdos",28
"1845","11","Guanajuato","030","San Felipe","0071","cerdos",126
"1896","32","Zacatecas","017","Guadalupe","0007","cerdos",384
"1922","32","Zacatecas","038","Pinos","0062","cerdos",336
"1933","32","Zacatecas","038","Pinos","0062","cerdos",672
"2124","16","Michoacán de Ocampo","075","Los Reyes","0009","cerdos",336
"2164","20","Oaxaca","260","San Miguel Aloápam","0002","cerdos",168
"2167","20","Oaxaca","260","San Miguel Aloápam","0002","cerdos",672
"2176","20","Oaxaca","260","San Miguel Aloápam","0002","cerdos",336
"2178","20","Oaxaca","260","San Miguel Aloápam","0002","cerdos",112
"2182","20","Oaxaca","260","San Miguel Aloápam","0002","cerdos",336
